OBJ_ID	LOC_X	LOC_Y	LOC_Z	PLANET	BUILDING	DELAY	POP	TYPE	RADIUS	SCRIPTS	SENTINEL	PLANET_LEVEL
s	c	c	c	c	c	f	i	s	f	s	i[1]	i[1]
529338	7058.539551	52.2177124	-4067.446289	dantooine	0	342	2	janta_tribesman	2			
529339	7053.10791	47.85289001	-4096.274902	dantooine	0	409	2	janta_scout	2			
529340	7064.569824	46.66617203	-4136.496094	dantooine	0	345	2	janta_herbalist	2			
529341	9.646007538	-23.21339035	-23.14383125	dantooine	529324	100	1	janta_tribesman				
529342	5.886486053	-40.90317917	-76.06769562	dantooine	529325	411	1	janta_rockshaper				
529343	-11.25333405	-40.62334061	-78.14917755	dantooine	529325	439	1	janta_scout				
529344	39.2567215	-45.77373505	-57.03393173	dantooine	529326	435	2	janta_hunter	2			
529345	44.09768677	-46.23182297	-92.68983459	dantooine	529326	567	2	janta_shaman	2			
529347	-0.540067017	-44.8968277	-140.5220947	dantooine	529327	333	2	janta_herbalist	2			
529348	-10.33716679	-44.54055405	-136.5695801	dantooine	529327	434	2	janta_primalist	2			
529355	-10.76630592	-63.98707199	-224.1595154	dantooine	529329	543	2	janta_shaman	2			
529356	-7.012625217	-64.45516205	-236.5915222	dantooine	529329	434	2	janta_primalist	2			
529357	-63.15408325	-70.32534027	-178.3486938	dantooine	529330	372	5	janta_tribesman	3			
529358	-99.23536682	-70.28019714	-118.9204941	dantooine	529330	459	3	janta_hunter	3			
529359	-69.95039368	-68.58544922	-102.0300522	dantooine	529331	501	2	janta_harvester	2
529360	-68.78916931	-70.30937958	-87.81950378	dantooine	529331	499	2	janta_scout	2
529361	-37.83337021	-70.50406647	-106.8530884	dantooine	529331	498	3	janta_herbalist	3
529362	-31.70995712	-70.15242767	-92.63324738	dantooine	529331	509	1	janta_loreweaver	
529365	-82.22270203	-100.4080276	-142.2389526	dantooine	529330	453	3	janta_primalist	3
529366	-83.03827667	-99.84002686	-99.59963989	dantooine	529333	669	1	janta_warrior	
529367	-96.93262482	-100.6253891	-100.2331085	dantooine	529333	679	1	janta_clan_leader	
529413	-127.2186508	3.561879635	-394.4049683	dantooine	0	332	3	kunga_tribesman	3
529414	-157.40448	5.094076157	-394.0578308	dantooine	0	324	3	kunga_herbalist	3
529415	-9.981687546	-34.89822006	-70.29225922	dantooine	529393	445	2	kunga_scout	2
529416	-20.02739334	-43.8103447	-93.2848587	dantooine	529395	423	3	kunga_soothsayer	3
529417	-32.8231163	-43.88642883	-94.75258636	dantooine	529395	456	2	kunga_loreweaver	2
529420	-41.67638779	-45.74013901	-106.1096573	dantooine	529395	654	1	kunga_hunter	
529421	-107.244194	-69.91999054	-116.3729095	dantooine	529382	419	4	kunga_herbalist	3
529422	-74.17116547	-71.07144165	-111.9646225	dantooine	529382	243	6	kunga_tribesman	3
529423	-60.19334412	-65.4928894	-230.9612885	dantooine	529402	768	1	kunga_clan_leader	
