OBJ_ID	LOC_X	LOC_Y	LOC_Z	PLANET	BUILDING	DELAY	POP	TYPE	RADIUS	SCRIPTS	SENTINEL	PLANET_LEVEL
s	c	c	c	c	c	f	i	s	f	s	i[1]	i[1]
733371	25.19497108	-27.49810791	-7.807404995	endor	733360	189	3	korga_adept	3			
733372	23.1251049	-42.27385712	-63.6207962	endor	733361	156	2	korga_scout	2			
733373	47.04518127	-48.32804489	-63.45380783	endor	733361	201	1	korga_elder				
733376	49.93925095	-48.74791718	-102.8822479	endor	733369	324	3	enraged_korga	3			
733377	92.73071289	-46.15851974	-104.0628281	endor	733364	422	2	frenzied_korga	2			
733378	90.01848602	-46.00851822	-120.9333878	endor	733364	444	1	korga_dark_shaman				
733381	83.57597351	-46.62980652	-144.4717712	endor	733370	456	1	korga_ancient				
733382	83.86428833	-46.28006744	-138.5989227	endor	733370	456	1	crafty_korga_scout				
733383	87.73404694	-62.09514236	-14.28888512	endor	733362	333	5	korga_spiritmaster	3			
733384	53.63466263	-68.1674118	-37.60276031	endor	733361	387	1	korga_elder				
733387	95.95159149	-66.03171539	-116.3380508	endor	733364	394	3	korga_battlelord	3			
733388	131.0161896	-66.28006744	-98.00839996	endor	733367	425	2	eerie_korga_spiritmaster	2			
733389	131.4601746	-66.14797974	-116.8834076	endor	733367	413	2	tricky_korga_scout	2			
733390	188.3948059	-65.7780304	-106.5063171	endor	733368	567	1	spooky_korga_spiritmaster				
733391	188.330246	-66.18276978	-99.46474457	endor	733368	543	1	korga_chieftan	
733393	180.9317017	-66.0329895	-98.37519073	endor	733368	276	2	korga_spiritmaster	2
733394	2271.717529	22.11402893	3526.545654	endor	0	210	3	korga_scout	2
733395	2252.021973	22.87734032	3520.082275	endor	0	219	4	korga_laborer	3
733408	-6890.369141	8.518555641	706.2835693	endor	0	324	2	marauder	2
733409	-6901.081543	10.40739441	682.734436	endor	0	321	2	frenzied_marauder	2
733410	-12.11186504	-5.811451912	-7.259504795	endor	733397	442	1	feral_marauder	
733411	48.09012222	-48.51507568	-63.91968918	endor	733398	342	1	marauder	
733412	92.11479187	-46.60363007	-110.4553986	endor	733401	351	2	marauder	2
733415	78.67022705	-46.58614731	-142.2853088	endor	733407	392	4	frenzied_marauder	3
733418	68.2853241	-75.36521912	-64.32720947	endor	733400	465	2	blood_crazed_plains_marauder	2
733419	91.47471619	-76.04050446	-68.05434418	endor	733400	432	2	grassland_blood_marauder	2
733420	131.0804596	-66.27059174	-97.03652954	endor	733404	444	3	marauder	3
733421	130.7879028	-66.17630005	-119.1401443	endor	733404	412	2	frenzied_marauder	2
733424	180.9897919	-66.12762451	-97.12761688	endor	733405	543	3	marauder	3
2055784	-7554.392578	271.2962341	4454.371094	endor	0	360	2	boar_wolf	
2055785	-5456.977539	181.6108398	-2194.493408	endor	0	360	2	ewok_outcast
2055786	-5892.021484	23.14570808	2361.906738	endor	0	360	1	tricky_korga_scout
2055787	-3560.820557	6.669077396	-6008.217285	endor	0	3600	3	bark_mite_burrower
2055789	-3668.072998	0.546379685	-4074.949707	endor	0	3600	2	dulok_outcast
2055790	-3805.330566	3.683559656	-1850.237305	endor	0	3600	1	archaic_jinda_ritualist
2055794	-4026.299316	26.50425339	2252.640381	endor	0	360	1	marauder
2055795	-3656.709473	200	6126.174316	endor	0	3600	1	panshee_shaman
2055796	-6867.955566	201.0033875	1358.007202	endor	0	360	1	pubam_scout
2055799	-6796.875488	107.7951813	-3452.215576	endor	0	360	1	korga_dark_shaman
2055800	6345.915527	332.6534424	-2466.071533	endor	0	3600	5	bloodseeker_mite
2055801	366.4259033	6.536687851	-3829.766113	endor	0	3600	5	hardened_gondula_warrior
2055802	276.8842468	22.43898392	-1441.81958	endor	0	3600	1	revered_panshee_matriarch
2055803	265.5131836	23.54003906	-1441.936523	endor	0	3600	2	panshee_tribesman
2055808	-83.27818298	11.46603394	2531.143066	endor	0	3600	1	assassin
2055809	276.348999	198.740799	3827.337891	endor	0	3600	2	master_thief
2055810	408.3974609	205.6797638	6108.633301	endor	0	3600	2	fierce_borgle
2055812	1917.933228	82.57657623	-1956.145996	endor	0	3600	2	gondula_elder
2055813	1982.291382	114.8188553	-2002.756592	endor	0	100	5	gondula_worker
2055814	2037.542114	207.3040009	4315.018555	endor	0	3600	3	jinda_warrior
2055815	4030.615479	0.542661786	-7663.641602	endor	0	3600	1	donkuwah_chieftan
2055819	3940.703369	9.792564392	-6203.96875	endor	0	3600	5	jinda_warrior
2055820	3992.58374	160.2987518	-4113.138184	endor	0	3600	5	korga_scout
2055821	4200.81543	10.35976124	-1640.559204	endor	0	3600	5	bark_mite_burrower
2305362	4013.06958	16.41264725	67.4961319	endor	0	3600	1	bounty_hunter
2305363	3870.988037	11.83364868	4204.374023	endor	0	3600	5	dulok_outcast
2305364	3890.720703	199.042099	5761.82959	endor	0	3600	5	merek_harvester
2305365	3898.48584	199.7301483	5777.183594	endor	0	3600	1	king_merek_harvester
2305369	6044.699219	109.7860184	-6683.442383	endor	0	3600	4	remmer_carrion_keeper
2305370	6172.40918	160.0053253	-5882.32959	endor	0	3600	5	venom_filled_arachne
2305371	6000.51709	120.7361526	-0.227039278	endor	0	360	3	arachne_hatchling
2835660	5996.277832	120.6787186	-0.861419976	endor	0	360	3	arachne_drone
2835661	6286.577637	262.2683716	2188.48584	endor	0	3600	5	bloodseeker_mite
2835662	5846.790527	92.29865265	4376.433594	endor	0	3600	2	ewok_outcast
2835663	5930.438477	208.0948792	6100.235352	endor	0	3600	5	festering_squill
