OBJ_ID	LOC_X	LOC_Y	LOC_Z	PLANET	BUILDING	DELAY	POP	TYPE	RADIUS	SCRIPTS	SENTINEL	PLANET_LEVEL
s	c	c	c	c	c	f	i	s	f[1.0]	s	i[1]	i[1]
33544	6290.810059	167.5739136	-3944.237549	corellia	0	1800	4	sickening_dung_mite_worker			0	
33549	5667.496582	20.13495255	-1564.821167	corellia	0	3600	3	smuggler			0	
33550	6299.759766	27.22945404	4375.611816	corellia	0	2600	4	farmer			0	
33551	6304.986816	27.41061211	4368.912109	corellia	0	1800	3	mercenary			0	
33552	6043.833008	168.8047485	6401.703125	corellia	0	3600	3	smashball_thug			0	
33553	6050.437012	169.8053741	6389.299316	corellia	0	3600	1	smashball_degenerate			0	
33554	7480.089844	1.931572437	-1775.57019	corellia	0	3600	3	bodyguard			0	
33555	7476.205078	1.67427814	-1779.052246	corellia	0	3600	4	noble			0	
33556	1886.397705	1.533730268	-227.8085175	corellia	0	7200	2	sharnaff			0	
33557	1897.341064	0.936702847	-228.5819092	corellia	0	7200	1	sharnaff_bull			0	
33597	-6831.073242	454.3373413	2211.751465	corellia	0	10800	1	lord_nyax_visionary			0	
33599	-7532.429688	403.5143738	4642.736816	corellia	0	3600	2	mountain_murra			0	
33600	-6161.831543	5.005291462	-3390.117432	corellia	0	3600	4	noble			0	
33601	-6150.185547	4.623856068	-3380.423828	corellia	0	3000	3	bodyguard			0	
33602	-1413.329956	87.33275604	1977.252808	corellia	0	3600	3	rebel_scout			0
33603	431.6581726	2.228694916	-2980.549561	corellia	0	3600	4	farmer			0
33604	434.5713806	2.938066244	-2970.113525	corellia	0	3600	2	cll8_binary_load_lifter			0
33605	423.4996033	1.062686682	-2979.2771	corellia	0	3600	1	artisan			0
33606	-143.5378265	3.522120953	-1965.375977	corellia	0	3600	2	selonian_scout			0
33607	624.1480103	26.51540565	-424.2124329	corellia	0	3600	1	industrial_spy			0
33612	159.6596375	19.40831184	1725.445923	corellia	0	3600	1	miner			0
33629	4243.311523	24.84224701	-155.2673492	corellia	0	3600	1	drall_abbot			0
33630	4248.559082	25.12332726	-159.9984436	corellia	0	3600	3	drall_monk			0
33637	-5180.111328	190.2650604	6236.555176	corellia	0	3600	4	agrilat_plumed_rasp			0
164381	-3025.522949	34.10200882	-1823.53772	corellia	0	7200	1	afarathu_cult_hellion			0
164386	-3616.501709	21.12343216	-359.8308716	corellia	0	299	1	itp_loam_mugger_leader			1
164388	23.98116875	-42.41587067	-63.86270142	corellia	9875490	100	1	thug			0
164389	51.3748436	-48.91919327	-101.2151031	corellia	9875498	100	1	thug			0
164392	-1751.432617	1.015901566	-5594.284668	corellia	0	3600	2	corsec_renegade			0
164395	21.20653343	-26.20843315	-5.980605125	corellia	9875489	100	1	thug			0
164396	22.64837646	-42.15907669	-63.02191925	corellia	9875490	100	1	thug			0
164400	-1645.212646	25.73283195	-56.67082596	corellia	0	7200	1	ig_assassin_droid			0
164401	21.48521614	-27.51676369	-8.068851471	corellia	9875489	100	1	thug			0
164402	20.21344185	-28.12168503	-10.5125742	corellia	9875489	100	1	thug			0
367392	4582.007324	25	-5771.90332	corellia	0	1886	1	at_st			0
367407	-0.053360999	0.125265002	-0.975875974	corellia	2715952	567	2	stormtrooper	2		0
367408	0.002257403	0.125265002	-0.951767862	corellia	2715909	324	2	stormtrooper	2		0
367409	-0.022560261	0.125265002	-0.77753371	corellia	2716039	599	1	imperial_first_lieutenant			0
367411	-3.119677067	0.125266001	-3.927169561	corellia	2716035	549	1	storm_commando			0
367412	-0.009032588	0.125265002	-1.069099545	corellia	2716032	100	1	stormtrooper_medic			0
367413	0.028634757	0.125265002	-0.806351304	corellia	2715959	345	2	imperial_trooper	2		0
367414	-0.003995597	0.125265002	-3.547302723	corellia	2715916	234	2	imperial_noncom	2		0
367430	3.045597792	0.125266001	-3.968149662	corellia	2715904	655	1	imperial_surface_marshal			0
367431	0.016191639	0.125265002	0.885146379	corellia	2715902	100	1	assault_trooper			0
367434	-3.935827971	0.125266001	-3.754676104	corellia	2715884	544	1	high_colonel			0
367444	0.004779935	0.125265002	-0.905107141	corellia	2715881	459	1	imperial_sergeant			0
2005774	3.833108425	0.25	-4.009440422	corellia	1855723	119	1	corsec_deserter			0
2005775	-8.205312729	-13.75	8.767493248	corellia	1855727	129	1	corsec_renegade			0
2005776	5.374148846	-13.75	8.783039093	corellia	1855727	109	2	corsec_deserter			0
2005798	1.567645431	-20.73322296	6.950331688	corellia	1855729	119	3	corsec_renegade			0
2005822	-1.321726561	-20.75	31.21769333	corellia	1855730	129	2	corsec_traitor			0
2005823	4.002573967	-20.75	30.28899002	corellia	1855730	129	2	corsec_traitor			0
2005824	2.298336029	-20.75	18.57264137	corellia	1855730	109	2	corsec_renegade			0
2215392	5189.91748	5	1584.879883	corellia	0	99	3	corsec_deserter			0
2215393	5228.770996	5	1611.176025	corellia	0	109	3	corsec_deserter			0
2215394	5162.375977	5	1613.71814	corellia	0	119	3	corsec_rogue			0
2215395	5206.87207	5	1648.80957	corellia	0	119	3	corsec_rogue			0
2215396	5231.005371	5	1530.219482	corellia	0	129	3	corsec_rogue			0
2215397	5230.812012	5	1563.14978	corellia	0	99	2	corsec_renegade			0
2215398	5280.133789	5	1565.072266	corellia	0	119	3	corsec_rogue			0
2215399	5280.624023	5	1586.402954	corellia	0	129	3	corsec_rogue			0
2215400	5266.473145	5	1603.719116	corellia	0	119	2	corsec_deserter			0
