OBJ_ID	LOC_X	LOC_Y	LOC_Z	PLANET	BUILDING	DELAY	POP	TYPE	RADIUS	SCRIPTS	SENTINEL	PLANET_LEVEL
s	c	c	c	c	c	f	i	s	f	s	i[1]	i[1]
479787	7358.183594	80.89487457	106.6294327	rori	0	600	2	kobola_guard	2			
479804	-18.41776848	-3.467245579	-4.007937908	rori	479723	300	1	kobola_miner				
479805	2.234396935	-14.2860899	-8.547611237	rori	479723	600	1	kobola_guard				
479806	23.84892845	-26.25502396	-6.982348919	rori	479723	300	1	kobola_miner				
479812	23.29545975	-39.71167374	-43.17869949	rori	479724	600	1	kobola_guard				
479813	23.60318756	-40.58415604	-52.73571396	rori	479724	300	2	kobola_miner	2			
479814	50.55743408	-48.41983032	-59.15421677	rori	479724	600	2	kobola_guard	2			
479838	51.2298584	-48.13723755	-64.88886261	rori	479724	300	2	kobola_miner	2			
479841	43.43122101	-47.58912277	-40.06022644	rori	479724	300	2	kobola_miner	2			
479842	53.44386292	-48.42726517	-9.076068878	rori	479724	720	1	kobola_foreman				
479847	45.48947525	-46.69140244	-17.84908104	rori	479724	300	2	kobola_miner	2			
479852	47.22390366	-48.65514755	-98.08193207	rori	479732	300	3	kobola_miner	2			
479875	49.35628891	-48.09796524	-104.5259323	rori	479732	720	1	kobola_foreman				
479880	86.97637177	-46.16787338	-110.4566727	rori	479727	720	2	kobola_foreman	2			
479884	90.49106598	-46.32774353	-103.3312073	rori	479727	300	2	kobola_miner	2
479885	85.99610901	-45.94819641	-117.1713562	rori	479727	300	3	kobola_miner	2
479901	-1119.94458	77.81830597	4543.183105	rori	0	602	1	at_st	
479902	79.32183075	-46.45005035	-142.0711823	rori	479733	900	1	kobola_assassin	
479903	-1137.848633	78.00701141	4537.596191	rori	0	223	2	stormtrooper	2
479904	85.93671417	-46.49344635	-145.9938965	rori	479733	300	3	kobola_miner	2
479905	87.36112976	-46.68423843	-138.3641815	rori	479733	420	1	kobola_thief	
479911	0.295892	-11.99999237	27.18643188	rori	479820	343	1	imperial_major	
479912	90.50421143	-62.13539505	-21.80116081	rori	479725	720	2	kobola_foreman	2
479913	90.68445587	-61.41109467	-11.79268932	rori	479725	300	5	kobola_miner	3
479914	2.412834883	-11.99999237	36.46688461	rori	479820	433	2	stormtrooper_rifleman	2
479915	-18.66483879	-11.99999237	41.70353317	rori	479820	312	1	imperial_sergeant	
479916	56.67334747	-68.52800751	-38.17266464	rori	479724	900	1	kobola_assassin	
479917	-55.9665451	-20	39.8771553	rori	479822	654	2	assault_trooper	2
479919	-51.99571991	-20	66.37083435	rori	479822	343	1	imperial_master_sergeant	
479920	78.69046783	-75.3927002	-61.82543182	rori	479726	300	4	kobola_miner	3
479921	-66.61080933	-20	14.42212296	rori	479823	768	1	imperial_general	
479922	-50.28944397	-20	18.253582	rori	479823	665	1	imperial_brigadier_general	
479923	-60.96253586	-20	7.815160751	rori	479823	643	1	imperial_major_general	
479924	-75.59194946	-20	8.951915741	rori	479823	654	1	imperial_lieutenant_general	
479929	-70.18424988	-20	52.72425842	rori	479822	1232	2	dark_trooper	2
479930	-56.82156372	-20	76.43369293	rori	479824	656	2	imperial_colonel	2
