OBJ_ID	LOC_X	LOC_Y	LOC_Z	PLANET	BUILDING	DELAY	POP	TYPE	RADIUS	SCRIPTS	SENTINEL	PLANET_LEVEL
s	c	c	c	c	c	f	i	s	f	s	i[1]	i[1]
978331	5204.931152	446.9533691	-6886.689941	dathomir	0	3600	1	rancor				
978332	5197.994629	446.5801697	-6879.12793	dathomir	0	3600	1	singing_mtn_clan_initiate				
978348	5549.223145	127.9830475	-687.8067627	dathomir	0	3600	1	singing_mtn_clan_scout				
978349	4877.324707	112.550209	3283.296143	dathomir	0	3600	1	nightsister_outcast				
978350	7436.271973	549.6482544	-3031.612549	dathomir	0	3600	1	singing_mtn_clan_scout				
978351	7439.004883	548.8052368	-3043.889648	dathomir	0	3600	1	singing_mountain_clan_rancor				
978352	7480.020996	362.9288635	-912.2866821	dathomir	0	3600	1	singing_mtn_clan_outcast				
978372	7196.772461	490.4089355	3227.190186	dathomir	0	3600	2	bull_rancor				
978373	7196.563477	537.0706787	5574.703125	dathomir	0	360	3	singing_mtn_clan_slave				
978374	7208.242676	533.4978638	5543.328125	dathomir	0	360	3	nightsister_slave				
978391	-818.9359741	94.52524567	-5034.712891	dathomir	0	3600	1	singing_mtn_clan_dragoon				
1105889	-855.6439819	146.6954956	2787.431885	dathomir	0	3600	1	nightsister_spell_weaver				
1105890	-6621.953613	325.7238159	-777.7192993	dathomir	0	3600	1	singing_mtn_clan_scout				
1105901	-6564.212402	264.6102905	-742.0913086	dathomir	0	3600	2	singing_mtn_clan_initiate				
1105909	-7117.916992	461.069458	1181.001953	dathomir	0	3600	1	nightsister_elder
1105910	-7094.741699	446.5675049	1199.215576	dathomir	0	3600	2	nightsister_protector
1105911	-7117.616699	462.1099854	1174.657715	dathomir	0	3600	1	nightsister_initiate
1105912	-7124.482422	461.6935425	1180.241943	dathomir	0	3600	1	nightsister_initiate
1105945	-7085.054688	384.2415161	5908.715332	dathomir	0	3600	2	singing_mtn_clan_dragoon
1105946	-7086.500977	384.5938721	5863.165527	dathomir	0	3600	3	singing_mtn_clan_initiate
1105947	-7070.679199	388.2139282	5921.424316	dathomir	0	3600	1	singing_mtn_clan_arch_witch
1105954	-7085.478027	385.0592346	5830.932129	dathomir	0	3600	1	singing_mountain_clan_rancor
1105955	-4710.295898	89.85951996	-4775.640625	dathomir	0	10800	1	ancient_bull_rancor
1105956	-4738.981445	90.95259857	-4762.523438	dathomir	0	3600	1	bull_rancor
1105977	-4166.029297	24.22852707	-846.8596191	dathomir	0	10800	2	nightsister_stalker
1105978	-4188.438477	25.08749771	-860.6298828	dathomir	0	10800	2	nightsister_spell_weaver
1105979	-4628.387207	121.6090088	5391.145996	dathomir	0	3600	1	frenzied_graul
1105980	-3249.209229	99.59764862	-6587.8125	dathomir	0	3600	1	nightsister_outcast
1105981	-2615.788574	104.6884918	-4863.600586	dathomir	0	3600	1	nightsister_spell_weaver
1105983	-2930.395752	141.9185486	-1027.466187	dathomir	0	10800	2	nightsister_stalker
1105989	-3177.42627	21.82620049	3184.126221	dathomir	0	10800	1	singing_mtn_clan_arch_witch
1105990	-3185.501221	22.92370224	3185.802734	dathomir	0	10800	2	singing_mtn_clan_dragoon
1177359	-2596.602051	131.2844238	4951.878906	dathomir	0	10800	3	nightsister_outcast
1177360	1373.307861	101.1135941	-3188.528076	dathomir	0	3600	1	gaping_spider_queen
1177361	1379.925415	98.53570557	-3194.723877	dathomir	0	3600	4	gaping_spider_recluse
1177362	865.6707764	132.016098	1094.974731	dathomir	0	3600	1	nightsister_outcast
4005685	-2520	128.4611816	1590	dathomir	0	600	1	singing_mtn_clan_arch_witch
4005686	-2520	126.357254	1580	dathomir	0	400	1	singing_mtn_clan_scout
4005688	-2510	122.8058701	1570	dathomir	0	360	1	singing_mtn_clan_huntress
4005689	-2520	124.5347595	1570	dathomir	0	360	1	singing_mtn_clan_scout
4005690	-2530	126.5607834	1570	dathomir	0	360	1	singing_mtn_clan_huntress
4005691	-2519.837891	123.281601	1555.98999	dathomir	0	200	1	singing_mtn_clan_initiate
4005692	-2540	126.9788055	1560	dathomir	0	240	1	singing_mountain_clan_rancor
4005693	-2500	120.5737991	1560	dathomir	0	240	1	singing_mountain_clan_rancor
4005696	-2500	120.3264618	1550	dathomir	0	120	1	singing_mountain_clan_sentry
4005697	-2520	122.7792358	1550	dathomir	0	120	1	singing_mountain_clan_sentry
4005698	-2540	125.8315048	1550	dathomir	0	120	1	singing_mountain_clan_sentry
4005699	-2520	130.2954559	1480	dathomir	0	600	1	nightsister_spell_weaver
4005700	-2530	129.0972137	1490	dathomir	0	480	1	nightsister_sentinal
4005701	-2510	129.499588	1490	dathomir	0	480	1	nightsister_sentinal
