spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value
s	s	s	f	f	f	f	s	s	i	s	s	s	s	s	s
mountain_squill		r1	-3.17	-8.44	7.28	30	theme_park.dungeon.generic_death		900						
mountain_squill_guardian		r1	2.5	-20.94	-18.07	-6	theme_park.dungeon.generic_death		900						
mountain_squill_hunter		r19	20.43	-24.25	-28.91	-166	theme_park.dungeon.generic_death		900						
mountain_squill		r19	15.45	-30.06	-46.95	22	theme_park.dungeon.generic_death		900						
mountain_squill_hunter		r19	15.85	-33.85	-57.19	3	theme_park.dungeon.generic_death		900						
mountain_squill		r20	20.3	-35.12	-72.02	-84	theme_park.dungeon.generic_death		900						
young_mountain_squill		r20	16.8	-35.29	-76.86	-19	theme_park.dungeon.generic_death		900						
female_mountain_squill		r20	14.83	-35.53	-72.54	157	theme_park.dungeon.generic_death		900						
mountain_squill_hunter		r20	5.07	-35.78	-82.76	24	theme_park.dungeon.generic_death		900						
mountain_squill		r20	-10.17	-34.46	-82.68	-22	theme_park.dungeon.generic_death		900						
mountain_squill_hunter		r20	-15.12	-34.51	-63.2	-144	theme_park.dungeon.generic_death		900						
mountain_squill		r21	-33.88	-35.07	-66.53	160	theme_park.dungeon.generic_death		900						
mountain_squill		r21	-22.73	-37.56	-80.24	-37	theme_park.dungeon.generic_death		900						
young_mountain_squill		r22	-11.19	-43.27	-93.49	135	theme_park.dungeon.generic_death		900						
young_mountain_squill		r22	-9.92	-43.64	-99.32	71	theme_park.dungeon.generic_death		900
female_mountain_squill		r22	-13.89	-43.76	-105.96	17	theme_park.dungeon.generic_death		900
female_mountain_squill		r22	-19.95	-43.67	-92.57	112	theme_park.dungeon.generic_death		900
mountain_squill_guardian		r22	-37.43	-44.94	-100.77	26	theme_park.dungeon.generic_death		900
mountain_squill		r22	-53.4	-49.21	-95.48	-175	theme_park.dungeon.generic_death		900
mountain_squill		r22	-54.97	-50.07	-115.21	-2	theme_park.dungeon.generic_death		900
mountain_squill_guardian		r9	-87.53	-53.79	-114.33	-84	theme_park.dungeon.generic_death		900
mountain_squill_hunter		r23	-133.87	-54.04	-116.38	100	theme_park.dungeon.generic_death		900
mountain_squill		r23	-130.3	-59.53	-131.04	127	theme_park.dungeon.generic_death		900
mountain_squill_hunter		r24	-106.21	-66.81	-138.37	10	theme_park.dungeon.generic_death		900
mountain_squill		r9	-112.64	-69.72	-118.12	118	theme_park.dungeon.generic_death		900
mountain_squill		r9	-104.85	-69.46	-104.63	173	theme_park.dungeon.generic_death		900
mountain_squill_guardian		r9	-84.6	-71.84	-103.67	-143	theme_park.dungeon.generic_death		900
mountain_squill		r9	-90.07	-71.13	-120.73	64	theme_park.dungeon.generic_death		900
mountain_squill		r9	-70.88	-70.5	-104.93	-154	theme_park.dungeon.generic_death		900
mountain_squill		r25	-81.13	-68.92	-128.82	0	theme_park.dungeon.generic_death		900
