STRUCTURE	X	Y	Z	CELL	CLONE_TYPE	NAME	HEADING	TUBES	TUBE1_X	TUBE1_Z	TUBE1_HEADING	TUBE2_X	TUBE2_Z	TUBE2_HEADING	TUBE3_X	TUBE3_Z	TUBE3_HEADING	TUBE4_X	TUBE4_Z	TUBE4_HEADING	TUBE5_X	TUBE5_Z	TUBE5_HEADING	TUBE6_X	TUBE6_Z	TUBE6_HEADING	TUBE7_X	TUBE7_Z	TUBE7_HEADING
s	f	f	f	string	"e(STANDARD=0,PLAYER_CITY=1,JEDI_ONLY=2,LIGHT_JEDI_ONLY=3,DARK_JEDI_ONLY=4,RESTRICTED=5,FACTION_IMPERIAL=6,FACTION_REBEL=7,PVP_REGION_ADVANCED_IMPERIAL=8,PVP_REGION_ADVANCED_REBEL=9,CAMP=10,PRIVATE_INSTANCE=11)[STANDARD]"	s	f	i	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f
object/building/tatooine/cloning_facility_tatooine.iff	2	-3	-10	spawn	STANDARD		0	7	-16.29	-14.21	90	-16.4	-10.43	90	-2.87	0.38	-180	1.83	0.41	-180	6.35	0.36	-180	16.28	-10.48	-90	16.28	-14.3	-90
object/building/tatooine/cloning_facility_tatooine_small.iff	0.4	1.46	-4.34	livingroom1	STANDARD		0	0																					
object/building/naboo/cloning_facility_naboo.iff	2	-3	-10	spawn	STANDARD		0	7	-16.29	-14.21	90	-16.4	-10.43	90	-2.87	0.38	-180	1.83	0.41	-180	6.35	0.36	-180	16.28	-10.48	-90	16.28	-14.3	-90
object/building/corellia/cloning_corellia.iff	2	-3	-10	spawn	STANDARD		0	7	-16.29	-14.21	90	-16.4	-10.43	90	-2.87	0.38	-180	1.83	0.41	-180	6.35	0.36	-180	16.28	-10.48	-90	16.28	-14.3	-90
object/building/military/outpost_cloning_facility.iff	3.59	0.13	-3.69	room2	STANDARD		129	0																					
object/building/military/outpost_cloning_facility_s02.iff	3.9	0.13	-3.77	room2	STANDARD		90	0																					
object/building/military/outpost_cloning_facility_s03.iff	3.59	0.13	-3.69	room2	STANDARD		129	0																					
object/building/military/small_imperial_cloning_facility.iff	3.59	0.13	-3.69	room2	STANDARD		129	0																					
object/building/military/small_imperial_cloning_facility_s02.iff	3.59	0.13	-3.69	room2	STANDARD		129	0																					
object/building/faction_perk/hq/hq_s05_imp.iff	-1.04	7.02	9.41	storage1	STANDARD		180	0																					
object/building/faction_perk/hq/hq_s05_rebel.iff	14.77	0	-19.9	jailcell1	STANDARD		0	0																					
object/building/player/city/cloning_naboo.iff	-9.54	-1.29	-6.24	cloninglab	PLAYER_CITY		0	1	-9.66	-6.92	0																		
object/building/player/city/cloning_corellia.iff	-9.54	-1.29	-6.24	cloninglab	PLAYER_CITY		0	1	-9.66	-6.92	0																		
object/building/player/city/cloning_tatooine.iff	-9.54	-1.29	-6.24	cloninglab	PLAYER_CITY		0	1	-9.66	-6.92	0																		
object/building/general/space_dungeon_corellian_corvette.iff	-43.21	0	2.41	airlock1	RESTRICTED	@clone_facility:corellian_corvette	
object/building/general/space_dungeon_corellian_corvette_imperial.iff	-43.21	0	2.41	airlock1	RESTRICTED	@clone_facility:corellian_corvette	
object/building/general/space_dungeon_corellian_corvette_rebel.iff	-43.21	0	2.41	airlock1	RESTRICTED	@clone_facility:corellian_corvette	
object/tangible/jedi/force_shrine_stone.iff	0	0	3		JEDI_ONLY		
object/building/yavin/dark_enclave.iff	-39	-43	-31	cloning	DARK_JEDI_ONLY		90
object/building/yavin/light_enclave.iff	22	-22.5	74	trainingroom	LIGHT_JEDI_ONLY		180
object/building/general/dungeon_avatar_platform.iff	109.3	0	21.4	entrance	STANDARD	@clone_facility:kashyyyk_avatar	
object/building/general/ep3_trando_slave_camp_bunker.iff	288	-15	-761		STANDARD	@clone_facility:kashyyyk_slave_camp	
object/building/kashyyyk/thm_kash_myyydril_caverns.iff	-4	-4	-12	hall1	STANDARD	@clone_facility:kashyyyk_myyydril	
object/tangible/spawning/kashyyyk/bocctyyy_bet_control_object.iff	13.5	0.9	-19.3		STANDARD	@clone_facility:kashyyyk_bocctyyy	
object/tangible/spawning/kashyyyk/hracca_control_object.iff	-33	0.7	-11		STANDARD	@clone_facility:kashyyyk_hracca	
object/mobile/ep3/ep3_wookiee_spirit_healer_01.iff	-3.5	3	0		STANDARD	@clone_facility:kashyyyk_forest	
object/mobile/ep3/ep3_rodian_camp_doctor_01.iff	2	0	-2		STANDARD	@clone_facility:kashyyyk_hunting	
object/tangible/spawning/kashyyyk/rryatt_trail_control_object.iff	2.1	1	24.4		STANDARD	@clone_facility:kashyyyk_rryatt_trail	
object/mobile/ep3/ep3_criss_nepomi.iff	-2	0	1.6		STANDARD	@clone_facility:kashyyyk_kachirho	
object/building/mustafar/structures/must_new_mining_facility.iff	-120.7	11.5	122.1	small_room_01	STANDARD	@clone_facility:mustafar_mining_facility	
object/building/general/npe_space_dungeon.iff	13.8	10.3	8.9	cave_entrance	STANDARD	@clone_facility:npe_space_dungeon	-97
object/building/general/npe_space_station.iff	-15.6	0	-48.2	thrawn	STANDARD	@clone_facility:npe_space_station	17
object/static/structure/general/cylinder_clone_tube.iff	-4.4	0	2.1		FACTION_IMPERIAL	@clone_facility:imp_cloning_chamber	0
object/building/military/military_base_shed_imperial_style_cloning_facility_s01.iff	3.5	0	-4.1	room2	FACTION_IMPERIAL	@clone_facility:imp_cloning_outpost	-90
object/static/structure/military/military_rebel_clone_tent_large.iff	1	0	1		FACTION_REBEL	@clone_facility:rebel_aid_station	
object/static/structure/military/military_rebel_clone_tent_small.iff	1	0	1		FACTION_REBEL	@clone_facility:rebel_aid_station	
object/building/military/military_base_shed_rebel_style_cloning_facility_s01.iff	3.5	0	-4.1	room2	FACTION_REBEL	@clone_facility:rebel_cloning_outpost	
