db_id	templateFilename
s	s
frn_all_bed_lg_s1	object/tangible/furniture/frn_all_bed_lg_s1.iff
frn_all_bed_lg_s2	object/tangible/furniture/frn_all_bed_lg_s2.iff
frn_all_bed_sm_s1	object/tangible/furniture/frn_all_bed_sm_s1.iff
frn_all_bed_sm_s2	object/tangible/furniture/frn_all_bed_sm_s2.iff
frn_all_chair_kitchen_s1	object/tangible/furniture/frn_all_chair_kitchen_s1.iff
frn_all_chair_kitchen_s2	object/tangible/furniture/frn_all_chair_kitchen_s2.iff
frn_all_chair_meatal_wheeled_s1	object/tangible/furniture/frn_all_chair_meatal_wheeled_s1.iff
frn_all_chair_metal_s1	object/tangible/furniture/frn_all_chair_metal_s1.iff
frn_all_chair_recliner_s1	object/tangible/furniture/frn_all_chair_recliner_s1.iff
frn_all_chair_upholstered_s1	object/tangible/furniture/frn_all_chair_upholstered_s1.iff
frn_all_chair_wooden_s1	object/tangible/furniture/frn_all_chair_wooden_s1.iff
frn_all_chair_wooden_s2	object/tangible/furniture/frn_all_chair_wooden_s2.iff
frn_all_couch_divan_s1	object/tangible/furniture/frn_all_couch_divan_s1.iff
frn_all_couch_futon_s1	object/tangible/furniture/frn_all_couch_futon_s1.iff
frn_all_couch_lg_s1	object/tangible/furniture/frn_all_couch_lg_s1.iff
frn_all_couch_lg_s2	object/tangible/furniture/frn_all_couch_lg_s2.iff
frn_all_couch_love_seat_s1	object/tangible/furniture/frn_all_couch_love_seat_s1.iff
frn_all_couch_love_seat_s2	object/tangible/furniture/frn_all_couch_love_seat_s2.iff
frn_all_couch_ottoman_s1	object/tangible/furniture/frn_all_couch_ottoman_s1.iff
frn_all_couch_sm_s1	object/tangible/furniture/frn_all_couch_sm_s1.iff
frn_all_lamp_candlestick_free_s01	object/tangible/furniture/frn_all_lamp_candlestick_free_s01.iff
frn_all_lamp_candlestick_free_s02	object/tangible/furniture/frn_all_lamp_candlestick_free_s02.iff
frn_all_lamp_candlestick_tbl_s02	object/tangible/furniture/frn_all_lamp_candlestick_tbl_s02.iff
frn_all_lamp_desk_s01	object/tangible/furniture/frn_all_lamp_desk_s01.iff
frn_all_lamp_desk_s02	object/tangible/furniture/frn_all_lamp_desk_s02.iff
frn_all_lamp_free_s01	object/tangible/furniture/frn_all_lamp_free_s01.iff
frn_all_lamp_free_s02	object/tangible/furniture/frn_all_lamp_free_s02.iff
frn_all_lamp_free_s03	object/tangible/furniture/frn_all_lamp_free_s03.iff
frn_all_lamp_free_s04	object/tangible/furniture/frn_all_lamp_free_s04.iff
frn_all_lamp_tatt_s01	object/tangible/furniture/frn_all_lamp_tatt_s01.iff
frn_all_lamp_tbl_s01	object/tangible/furniture/frn_all_lamp_tbl_s01.iff
frn_all_lamp_tbl_s02	object/tangible/furniture/frn_all_lamp_tbl_s02.iff
frn_all_lamp_tbl_s03	object/tangible/furniture/frn_all_lamp_tbl_s03.iff
frn_tatt_cantina_droid_detector	object/tangible/furniture/tatooine/frn_tatt_cantina_droid_detector.iff
frn_tatt_chair_cantina_seat	object/tangible/furniture/tatooine/frn_tatt_chair_cantina_seat.iff
frn_tatt_chair_cantina_seat_2	object/tangible/furniture/tatooine/frn_tatt_chair_cantina_seat_2.iff
