strTemplate	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts	strCellName	intNoCreate	strLocationList
s	f	f	f	f	f	f	f	f	f	p	s	s	i	s
object/tangible/npe/npe_cover_crate.iff	0	1	0	0.92168	0	-0.387951	3.2895	-2.99999	-55.8398	$|		hanger	0	
object/tangible/npe/npe_cover_crate.iff	0	1	0	0.958698	0	-0.284426	5.34687	-2.99999	-56.4599	$|		hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	0.0499792	0	0.99875	8.85038	-2.89447	-53.9875	strSequenceIdentifier|4|han1|$|	"script.content_tools.sequencer_object,script.npe.npe_follow_han_object"	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	21.0833	-3.49998	-49.1283	strSequenceIdentifier|4|hutt4Pos1|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	-0.0299955	0	0.99955	19.377	-3.49998	-50.0384	strSequenceIdentifier|4|hutt2Pos1|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	-0.0299955	0	0.99955	22.3714	-3.49998	-52.9452	strSequenceIdentifier|4|hutt1Pos1|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	-0.0299955	0	0.99955	16.6219	-3.49998	-46.4211	strSequenceIdentifier|4|hutt3Pos1|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	0.286663	-3.49998	-29.8827	strSequenceIdentifier|4|scene2explosion1|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	23.1616	-2.92198	-28.2935	strSequenceIdentifier|4|scene2explosion2|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	0.0499792	0	0.99875	5.70964	-2.89447	-53.3758	strSequenceIdentifier|4|chewie1|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	0.0499792	0	0.99875	2.43813	-2.89447	-52.0703	strSequenceIdentifier|4|dayan1|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	-5.66866	-3.00558	-75.8789	strSequenceIdentifier|4|chewieBoard|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	-3.18532	-2.99999	-71.3855	strSequenceIdentifier|4|tutorialHutt1|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	25.1407	-3.02456	-67.4278	strSequenceIdentifier|4|scene2explosion2|$|	script.content_tools.sequencer_object	hanger	0	
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	25.8979	-2.90555	-32.1848	strSequenceIdentifier|4|scene2explosion3|$|	script.content_tools.sequencer_object	hanger	0
object/tangible/npe/npe_cover_crate.iff	0	1	0	0.868609	0	-0.495499	4.0511	-2.99999	-56.869	$|		hanger	0
object/tangible/npe/npe_cover_crate.iff	0.00702702	0.99995	0.00711461	0.372413	0.00398603	-0.928058	9.18375	-2.99999	-61.1016	$|		hanger	0
object/tangible/npe/npe_cover_crate.iff	0.00323284	0.99995	0.00946285	0.820108	0.00276352	-0.572201	10.1332	-1.98807	-61.4171	$|		hanger	0
object/tangible/npe/npe_cover_crate.iff	-0.00674865	0.99995	0.00737919	0.895689	0.00276351	0.444672	10.2378	-2.99999	-61.4703	$|		hanger	0
object/tangible/npe/npe_cover_crate.iff	0	1	0	0.92168	0	-0.387951	-2.5991	-2.99999	-56.2551	$|		hanger	0
object/tangible/npe/npe_cover_crate.iff	0	1	0	0.958698	0	-0.284425	-0.541804	-2.99999	-56.8749	$|		hanger	0
object/tangible/npe/npe_cover_crate.iff	0	1	0	0.868609	0	-0.495497	-1.83752	-2.99999	-57.284	$|		hanger	0
object/tangible/npe/npe_node.iff	0	1	0	0.737932	0	0.674875	0.465253	-3	-55.5558	strSequenceIdentifier|4|jolkaKneel1|$|	script.content_tools.sequencer_object	hanger	0
object/tangible/npe/npe_node.iff	0.00323284	0.99995	0.00946285	0.297054	0.00807545	-0.954826	8.78247	-2.99999	-59.4173	strSequenceIdentifier|4|hanKneel1|$|	script.content_tools.sequencer_object	hanger	0
object/tangible/npe/npe_node.iff	0	1	0	0.92168	0	-0.387951	-7.04558	-2.93419	-54.3268	strSequenceIdentifier|4|dayanKneel1|$|	script.content_tools.sequencer_object	hanger	0
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	9.3705	-3	-17.8225	strSequenceIdentifier|4|hallwayExplosion1|$|	script.content_tools.sequencer_object	hanger	0
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	18.5432	-3	-17.5143	strSequenceIdentifier|4|hallwayExplosion2|$|	script.content_tools.sequencer_object	hanger	0
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	11.559	-3	-89.3767	strSequenceIdentifier|4|hallwayExplosion3|$|	script.content_tools.sequencer_object	hanger	0
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	-1.3051	-3	-92.8989	strSequenceIdentifier|4|hallwayExplosion4|$|	script.content_tools.sequencer_object	hanger	0
object/tangible/npe/npe_node.iff	0	1	0	0	0	1	-3.62574	-2.99999	-78.649	strSequenceIdentifier|4|hanFalcon|$|	script.content_tools.sequencer_object	hanger	0
