factionName	playerAllowed	isAggro	isPvP	pvpFaction	enemies	allies	combatFactor
s	i[0]	i[0]	i[0]	h	s	s	f[1]
Imperial	1	1	1	imperial	Rebel		
Rebel	1	1	1	rebel	Imperial		
Hutt	1	1	0		"naboo_security_force,nym,Imperial,corsec,narmle"	"jabba,borvo"	
ImperialCitizen	0	0	0				
RebelCitizen	0	0	0				
Neutral	0	0	0				
Unattackable	0	0	0	unattackable			
clone_relics_claw	0	0	0				
clone_relics_droid	0	1	0		clone_relics_scientist		
clone_relics_scientist	0	0	0		clone_relics_droid	"Hutt,Imperial,Rebel"	
afarathu	1	1	0		"corsec,survivor"		
beldonnas_league	1	1	0		"followers_of_lord_nyax,lost_aqualish"	corsec	
corsec	1	1	0		"afarathu,followers_of_lord_nyax,monumenter,rogue_corsec,lost_aqualish"	beldonnas_league	
followers_of_lord_nyax	1	1	0		"corsec,beldonnas_league"		
hidden_daggers	1	1	0		"corsec,beldonnas_league,flail"	rogue_corsec
meatlump	1	1	0		"corsec,rogue_corsec,beldonnas_league"	
monumenter	1	1	0		"corsec,beldonnas_league"	
olag_greck	1	1	0		"corsec,beldonnas_league"	
rogue_corsec	1	1	0		corsec	hidden_daggers
smashball	1	1	0		"corsec,cor_swoop"	
dantari_raiders	1	1	0		"kunga_tribe,mokk_tribe,janta_tribe"	
janta_tribe	1	1	0		"kunga_tribe,dantari_raiders"	
kunga_tribe	1	1	0		"mokk_tribe,dantari_raiders"	
mokk_tribe	1	1	0		"janta_tribe,dantari_raiders"	
nightsister	1	1	0		"mtn_clan,Imperial"	
mtn_clan	1	1	0		nightsister	
donkuwah_tribe	1	1	0		"gondula_tribe,panshee_tribe"	
gorax	0	1	0		"gondula_tribe,panshee_tribe"	
gondula_tribe	1	1	0		"donkuwah_tribe,korga_tribe,pubam,endor_marauder"	panshee_tribe
korga_tribe	1	1	0		"gondula_tribe,panshee_tribe"	
endor_marauder	1	1	0		"gondula_tribe,panshee_tribe"	
panshee_tribe	1	1	0		"donkuwah_tribe,korga_tribe,pubam,endor_marauder"	gondula_tribe
pubam	1	1	0		"gondula_tribe,panshee_tribe"	
bandit	1	1	0		townsperson	
pirate	1	1	0			
thug	1	1	0		townsperson	
townsperson	1	0	0		"thug,bandit"	"Rebel,Imperial"
gungan	1	1	0		"plasma_thief,swamp_rat,borvo"	
naboo	1	1	0		borvo	
plasma_thief	1	1	0		gungan	
swamp_rat	1	1	0		gungan	
naboo_security_force	1	1	0		"borvo,naboo_pirate,plasma_thief,swamp_rat,trade_federation"	
naboo_pirate	1	1	0		naboo_security_force	
trade_federation	1	1	0		"borvo,naboo_security_force"	
aakuans	1	1	0		"fed_dub,binayre,liberation_party"	
fed_dub	1	1	0		"liberation_party,binayre,lost_aqualish,drall"	
binayre	1	1	0		"fed_dub,aakuans,corsec"	
liberation_party	1	1	0		"fed_dub,corsec"	
jabba	1	1	0		"valarian,borvo"	Hutt
alkhara	1	1	0		tusken_raider	
desert_demon	1	1	0		swoop	
jawa	1	1	0		tusken_raider	
swoop	1	1	0		desert_demon	
tusken_raider	1	1	0		"jawa,alkhara"	
valarian	1	1	0		jabba	
drall	1	1	0		"corsec,fed_dub"	
borvo	1	1	0		"gungan,trade_federation,jabba"	
sif	1	1	0		"Rebel,Imperial"	Hutt
flail	1	1	0		hidden_daggers	
cor_swoop	1	1	0		smashball	
restuss	1	1	0		"garyn,cobral"	narmle
narmle	1	1	0		"spice_collective,kobola"	restuss
rorgungan	1	1	0		spice_collective	
garyn	1	1	0		restuss	
cobral	1	1	0		restuss	
spice_collective	1	1	0		"narmle,rorgungan,kobola"	
kobola	1	1	0		"narmle,spice_collective"	
lost_aqualish	1	1	0		"beldonnas_league,fed_dub,corsec"	
spider_nightsister	1	1	0		mtn_clan	
bloodrazor	1	1	0		"canyon_corsair,nym"	
canyon_corsair	1	1	0		"bloodrazor,nym"	
lok_mercenaries	1	1	0		"bloodrazor,canyon_corsair"	
nym	1	1	0		"bloodrazor,canyon_corsair,sulfur_lake_pirate"	
warren_imperial	0	1	0		"warren_huurton,warren_teraud,warren_cyborg"	warren_imperial_worker
warren_imperial_worker	0	1	0		"warren_huurton,warren_teraud,warren_cyborg"	warren_imperial
warren_teraud	0	1	0		"warren_huurton,warren_imperial,warren_imperial_worker,warren_cyborg,warren_scientist"	
warren_huurton	0	1	0		"warren_imperial,warren_imperial_worker,warren_cyborg,warren_teraud"	
warren_cyborg	0	1	0		"warren_imperial,warren_imperial_worker,warren_huurton,warren_teraud,warren_scientist"	
warren_scientist	0	1	0		"warren_teraud,warren_cyborg"		
geonosian_mad_bunker	0	1	0			geonosian_crazed_monster	
geonosian_crazed_monster	0	1	0			geonosian_mad_bunker	
