questZone	battlePoint	damageMultiplier	allyArrivalDelay	enemyArrivalDelay	allyOriginDist	enemyOriginDist	allyArrivalDist	enemyArrivalDist	allyForce	enemyForce	useConversation	convo	convo_delay	triggerEvent	triggerSplitCondition	triggerArg	triggerArg2	triggerOn	autoReward	questDelay	_DESIGNER NOTES_	questSeries
s	s	i	i	i	i	i	i	i	s	s	i	s	i	"e(none=0,splitquest=1,surpriseattack=2)[none]"	"e(triggerOn=0,success=1,failure=2,both=3)[triggerOn]"	s	s	i	i	i	s	s
space_yavin4	space_yavin4:naboo_rebel_tier4_2_a_battle_point	7	30	45	-850	850	-150	200	reb_xwing_tier4	imp_tie_oppressor_tier4	0		0	none	triggerOn			0	0	0	The players reinforcements arrived after he took care of Uvqolo but another opportunity has opened up. The player and his squad is ordered to attack an Imperial fighter wing trying out one of their new TIE Oppressors.	pilot_profession
									reb_xwing_tier4	imp_tie_fighter_tier4			0									
									reb_xwing_tier4	imp_tie_fighter_tier4			0									
									reb_xwing_tier4	imp_tie_fighter_tier4			0									
										imp_tie_fighter_tier4			0									
										imp_tie_fighter_tier4			0									
										imp_tie_fighter_tier4			0									
										imp_tie_fighter_tier4			0									
										imp_tie_fighter_tier4			0									
										imp_tie_fighter_tier4			0									
