questZone	battlePoint	damageMultiplier	allyArrivalDelay	enemyArrivalDelay	allyOriginDist	enemyOriginDist	allyArrivalDist	enemyArrivalDist	allyForce	enemyForce	useConversation	convo	convo_delay	triggerEvent	triggerSplitCondition	triggerArg	triggerArg2	triggerOn	autoReward	questDelay	_DESIGNER NOTES_	questSeries
s	s	i	i	i	i	i	i	i	s	s	i	s	i	"e(none=0,splitquest=1,surpriseattack=2)[none]"	"e(triggerOn=0,success=1,failure=2,both=3)[triggerOn]"	s	s	i	i	i	s	s
space_endor	space_endor:tatooine_imperial_tier4_spacebattle2	2	30	60	400	-400	200	200	imp_imperial_gunboat_tier4	reb_awing_tier4	0		0	none	triggerOn			-1	0	0		pilot_profession
									imp_tie_interceptor_tier4	reb_awing_tier4			0									
									imp_tie_interceptor_tier4	reb_awing_tier4			0									
									imp_tie_interceptor_tier4	reb_bwing_tier4			0									
									imp_tie_bomber_tier4	reb_bwing_tier4			0									
									imp_tie_bomber_tier4	reb_bwing_tier4			0									
										reb_xwing_tier4			0									
										reb_xwing_tier4			0									
										reb_xwing_tier4			0									
										reb_gunboat_tier4			0									
										reb_gunboat_tier4			0									
